CBSeg2003,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB1TF ,425037,BAY684,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/16/2016,11:14:00,6.5,,,5,B ,D,S1,DOP,,0.0065,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447629,BAY703,SWM,CMON,MDDNR,MDDNR,XKH2555,8/21/2017,13:00:00,5,,,1,BS,D,S1,DOP,,0.003,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,447874,BAY713,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/26/2018,15:37:00,7,,,6,B ,D,S1,DOP,,0.0056,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447874,BAY713,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/26/2018,15:37:00,7,,,0.5,S ,D,S1,DOP,,0.006,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449208,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2018,11:26:00,5.5,,,0.5,S ,D,S1,DOP,,0.011,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449210,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2018,10:53:00,6.5,,,0.5,S ,D,S1,DOP,,0.0061,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444794,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2017,12:20:00,7,,,0.5,S ,D,S1,DOP,,0.0041,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444796,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2017,11:42:00,6.4,,,0.5,S ,D,S1,DOP,,0.0034,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444780,BAY710,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/15/2017,11:00:00,6.5,,,5,B ,D,S1,DOP,,0.0037,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444794,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2017,12:20:00,7,,,6,B ,D,S1,DOP,,0.0017,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444579,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/21/2017,16:36:00,6.5,,,0.5,S ,D,S1,DOP,,0.0025,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444780,BAY710,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/15/2017,11:00:00,6.5,,,0.5,S ,D,S1,DOP,,0.0038,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444580,BAY692,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/21/2017,16:02:00,7,,,0.5,S ,D,S1,DOP,,0.0036,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444796,BAY703,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2017,11:42:00,6.4,,,5,B ,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,451738,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/30/2018,9:51:00,6.5,,,0.5,S ,D,S1,DOP,,0.004,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449210,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/6/2018,10:53:00,6.5,,,5,B ,D,S1,DOP,,0.0063,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,451738,BAY733,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/30/2018,9:51:00,6.5,,,5,B ,D,S1,DOP,,0.0054,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453605,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/8/2018,11:10:00,5.5,,,4,B ,D,S1,DOP,,0.0119,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453605,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/8/2018,11:10:00,5.5,,,0.5,S ,D,S1,DOP,,0.0086,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453607,BAY726,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/8/2018,10:35:00,,,,5,B ,D,S1,DOP,,0.0145,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,454937,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB1.1,1/17/2019,12:14:00,5.5,,,4,B ,D,S1,DOP,,0.0034,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,454938,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/17/2019,11:42:00,6.5,,,0.5,S ,D,S1,DOP,,0.0024,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,454938,BAY736,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/17/2019,11:42:00,6.5,,,5,B ,D,S1,DOP,,0.0027,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449208,BAY722,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/6/2018,11:26:00,5.5,,,4,B ,D,S1,DOP,,0.0093,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,5,B ,D,S1,DOP,<,0.0059,MG/L,D01B,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456911,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/10/2019,11:16:00,5.5,,,0.5,S ,D,S1,DOP,,0.0038,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461045,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/26/2019,10:57:00,5,,,4,B ,D,S1,DOP,,0.0081,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461047,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/26/2019,10:21:00,6.5,,,5,B ,D,S1,DOP,,0.0042,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461375,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/7/2019,11:00:00,5.5,,,0.5,S ,D,S1,DOP,,0.0039,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461377,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/7/2019,10:25:00,6.5,,,5,B ,D,S1,DOP,,0.0051,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,0.5,S ,D,S1,DOP,<,0.0032,MG/L,D01A,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461375,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/7/2019,11:00:00,5.5,,,4,B ,D,S1,DOP,<,0.0035,MG/L,D01A,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444744,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/27/2017,11:18:00,6.5,,,0.5,S ,D,S1,DOP,,0.006,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444765,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/15/2017,12:14:00,6,,,0.5,S ,D,S1,DOP,,0.0052,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447826,BAY705,SWM,CMON,MDDNR,MDDNR,XKH2555,9/27/2017,11:00:00,4.8,,,1,BS,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444721,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/1/2017,11:43:00,5.2,,,4,B ,D,S1,DOP,,0.0064,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444744,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/27/2017,11:18:00,6.5,,,5,B ,D,S1,DOP,,0.0048,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448828,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/25/2018,11:18:00,6.5,,,0.5,S ,D,S1,DOP,,0.005,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447773,BAY707,SWM,CMON,MDDNR,MDDNR,XKH2555,10/27/2017,15:00:00,5.2,,,1,BS,D,S1,DOP,,0.004,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,449659,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/19/2018,10:34:00,6,,,0.5,S ,D,S1,DOP,,0.0074,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449658,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/19/2018,11:55:00,5.5,,,0.5,S ,D,S1,DOP,,0.0096,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444558,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/19/2017,10:53:00,7,,,6,B ,D,S1,DOP,,0.0026,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444558,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/19/2017,10:53:00,7,,,0.5,S ,D,S1,DOP,,0.0045,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444722,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/1/2017,11:03:00,6.3,,,0.5,S ,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444743,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/27/2017,11:57:00,5.5,,,4,B ,D,S1,DOP,,0.0037,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444743,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/27/2017,11:57:00,5.5,,,0.5,S ,D,S1,DOP,,0.0038,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444722,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/1/2017,11:03:00,6.3,,,5,B ,D,S1,DOP,,0.0075,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444721,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/1/2017,11:43:00,5.2,,,0.5,S ,D,S1,DOP,,0.0093,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444766,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/15/2017,11:33:00,6.5,,,5,B ,D,S1,DOP,,0.0048,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444766,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/15/2017,11:33:00,6.5,,,0.5,S ,D,S1,DOP,,0.0065,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,400937,BAY659,SWM,CMON,MDDNR,MDDNR,XKH2555,10/28/2015,9:00:00,6.1,,,1,BS,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,419866,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2016,11:17:00,6,,,0.5,S ,D,S1,DOP,,0.004,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419888,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2016,11:10:00,6,,,5,B ,D,S1,DOP,,0.0039,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419867,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2016,10:40:00,7,,,6,B ,D,S1,DOP,,0.0031,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419866,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2016,11:17:00,6,,,5,B ,D,S1,DOP,,0.0034,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419888,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2016,11:10:00,6,,,0.5,S ,D,S1,DOP,,0.0048,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419867,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2016,10:40:00,7,,,0.5,S ,D,S1,DOP,,0.0024,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419890,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2016,10:31:00,7,,,5,B ,D,S1,DOP,,0.0049,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419890,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2016,10:31:00,7,,,0.5,S ,D,S1,DOP,,0.0034,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,422219,BAY673,SWM,CMON,MDDNR,MDDNR,XKH2555,5/25/2016,9:00:00,5.1,,,1,BS,D,S1,DOP,,0.0031,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,5,B ,D,S1,DOP,<,0.0042,MG/L,D01A,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461045,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/26/2019,10:57:00,5,,,0.5,S ,D,S1,DOP,,0.0064,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461047,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/26/2019,10:21:00,6.5,,,0.5,S ,D,S1,DOP,,0.0054,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461377,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/7/2019,10:25:00,6.5,,,0.5,S ,D,S1,DOP,,0.0067,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461375,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/7/2019,11:00:00,5.5,,,4,B ,D,S1,DOP,<,0.0052,MG/L,D01B,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449658,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/19/2018,11:55:00,5.5,,,4,B ,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453583,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/29/2018,11:40:00,6,,,5,B ,D,S1,DOP,,0.002,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453125,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/13/2018,11:06:00,6.5,,,5,B ,D,S1,DOP,,0.0036,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453126,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/13/2018,10:29:00,7,,,0.5,S ,D,S1,DOP,,0.0036,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449659,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/19/2018,10:34:00,6,,,5,B ,D,S1,DOP,,0.0061,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453126,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/13/2018,10:29:00,7,,,6,B ,D,S1,DOP,,0.0047,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453125,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/13/2018,11:06:00,6.5,,,0.5,S ,D,S1,DOP,,0.0054,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453583,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/29/2018,11:40:00,6,,,0.5,S ,D,S1,DOP,,0.002,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453584,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/29/2018,11:01:00,7,,,6,B ,D,S1,DOP,,0.0024,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453584,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/29/2018,11:01:00,7,,,0.5,S ,D,S1,DOP,,0.0018,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448827,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/25/2018,11:54:00,7,,,0.5,S ,D,S1,DOP,,0.0048,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,448828,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/25/2018,11:18:00,6.5,,,5,B ,D,S1,DOP,,0.0053,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456911,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/10/2019,11:16:00,5.5,,,4,B ,D,S1,DOP,,0.003,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,0.5,S ,D,S1,DOP,<,0.0049,MG/L,D01B,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444589,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2017,11:35:00,6,,,0.5,S ,D,S1,DOP,,0.0051,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444793,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2017,9:57:00,8,,,7,B ,D,S1,DOP,,0.0037,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444793,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2017,9:57:00,8,,,0.5,S ,D,S1,DOP,,0.0057,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444611,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2017,11:40:00,6,,,5,B ,D,S1,DOP,,0.0064,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444795,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2017,10:36:00,7,,,0.5,S ,D,S1,DOP,,0.0052,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444611,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2017,11:40:00,6,,,0.5,S ,D,S1,DOP,,0.0053,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444612,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2017,11:01:00,7.5,,,0.5,S ,D,S1,DOP,,0.0049,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444612,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2017,11:01:00,7.5,,,6,B ,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423109,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/14/2016,10:45:00,7,,,0.5,S ,D,S1,DOP,,0.0057,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,425836,BAY685,SWM,CMON,MDDNR,MDDNR,XKH2555,11/15/2016,10:00:00,5,,,1,BS,D,S1,DOP,,0.0049,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444589,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2017,11:35:00,6,,,5,B ,D,S1,DOP,,0.007,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444590,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2017,10:57:00,7,,,6,B ,D,S1,DOP,,0.0081,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444590,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2017,10:57:00,7,,,0.5,S ,D,S1,DOP,,0.0081,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,422274,BAY675,SWM,CMON,MDDNR,MDDNR,XKH2555,6/24/2016,9:00:00,5.1,,,1,BS,D,S1,DOP,,0.0011,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,423109,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/14/2016,10:45:00,7,,,6,B ,D,S1,DOP,,0.0037,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423108,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/14/2016,11:25:00,6,,,0.5,S ,D,S1,DOP,,0.0066,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,414534,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/16/2015,10:51:00,6.5,,,5,B ,D,S1,DOP,,0.0021,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,414533,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/16/2015,11:27:00,6,,,5,B ,D,S1,DOP,,0.0037,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,414534,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/16/2015,10:51:00,6.5,,,0.5,S ,D,S1,DOP,,0.0029,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419889,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/29/2016,11:28:00,5,,,0.5,S ,D,S1,DOP,,0.0058,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419889,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/29/2016,11:28:00,5,,,4,B ,D,S1,DOP,,0.0046,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419891,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/29/2016,10:52:00,6.5,,,5,B ,D,S1,DOP,,0.0062,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419891,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/29/2016,10:52:00,6.5,,,0.5,S ,D,S1,DOP,,0.0061,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,421955,BAY677,SWM,CMON,MDDNR,MDDNR,XKH2555,7/20/2016,9:00:00,5.4,,,1,BS,D,S1,DOP,,0.0003,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,423108,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/14/2016,11:25:00,6,,,5,B ,D,S1,DOP,,0.0041,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447872,BAY696,SWM,CMON,MDDNR,MDDNR,XKH2555,5/11/2017,11:00:00,6.6,,,1,BS,D,S1,DOP,,0.0064,MG/L,D01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,447929,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/15/2018,11:22:00,6,,,5,B ,D,S1,DOP,,0.0073,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447930,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/15/2018,10:45:00,7,,,6,B ,D,S1,DOP,,0.0099,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448849,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/16/2018,11:36:00,7,,,6,B ,D,S1,DOP,,0.0064,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,448850,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/16/2018,10:58:00,7,,,0.5,S ,D,S1,DOP,,0.0036,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448850,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/16/2018,10:58:00,7,,,6,B ,D,S1,DOP,,0.0041,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453608,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/22/2018,10:53:00,7,,,0.5,S ,D,S1,DOP,,0.0216,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453606,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/22/2018,11:32:00,6,,,5,B ,D,S1,DOP,,0.0143,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444795,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2017,10:36:00,7,,,6,B ,D,S1,DOP,,0.0055,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453606,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/22/2018,11:32:00,6,,,0.5,S ,D,S1,DOP,,0.0148,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447930,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/15/2018,10:45:00,7,,,0.5,S ,D,S1,DOP,,0.0053,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448849,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/16/2018,11:36:00,7,,,0.5,S ,D,S1,DOP,,0.0063,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447929,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/15/2018,11:22:00,6,,,0.5,S ,D,S1,DOP,,0.0053,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456005,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/23/2019,10:28:00,7,,,6,B ,D,S1,DOP,,0.0053,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456005,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/23/2019,10:28:00,7,,,0.5,S ,D,S1,DOP,,0.006,MG/L,D01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456004,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/23/2019,10:59:00,6,,,5,B ,D,S1,DOP,,0.0057,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456004,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/23/2019,10:59:00,6,,,0.5,S ,D,S1,DOP,,0.007,MG/L,D01 ,CBL,,,,,39.54794,-76.08481,T3
